1.352800000000000002e+00,6.283999999999999586e-01,1.670400000000000107e+00,6.602000000000000091e-01,6.088999999999999968e-01,-2.934999999999999831e-01,-3.274000000000000243e-01
1.350400000000000045e+00,6.279000000000000137e-01,1.667799999999999949e+00,6.599000000000000421e-01,6.097000000000000197e-01,-2.933999999999999941e-01,-3.266000000000000014e-01
1.347599999999999909e+00,6.277000000000000357e-01,1.665200000000000014e+00,6.586999999999999522e-01,6.098999999999999977e-01,-2.948999999999999955e-01,-3.272999999999999798e-01
1.345199999999999951e+00,6.272999999999999687e-01,1.662700000000000067e+00,6.582000000000000073e-01,6.108999999999999986e-01,-2.949999999999999845e-01,-3.265000000000000124e-01
1.343399999999999928e+00,6.270999999999999908e-01,1.660600000000000076e+00,6.582999999999999963e-01,6.111999999999999655e-01,-2.938000000000000056e-01,-3.266000000000000014e-01
1.340500000000000025e+00,6.266000000000000458e-01,1.657499999999999973e+00,6.573999999999999844e-01,6.126000000000000334e-01,-2.948999999999999955e-01,-3.247999999999999776e-01
1.337800000000000100e+00,6.262999999999999678e-01,1.654600000000000071e+00,6.566999999999999504e-01,6.130999999999999783e-01,-2.962000000000000188e-01,-3.241999999999999882e-01
1.335199999999999942e+00,6.260999999999999899e-01,1.651899999999999924e+00,6.563999999999999835e-01,6.139000000000000012e-01,-2.963000000000000078e-01,-3.230999999999999983e-01
1.332899999999999974e+00,6.258000000000000229e-01,1.649299999999999988e+00,6.575999999999999623e-01,6.150999999999999801e-01,-2.939999999999999836e-01,-3.206999999999999851e-01
1.330300000000000038e+00,6.256000000000000449e-01,1.646400000000000086e+00,6.579000000000000403e-01,6.160999999999999810e-01,-2.932000000000000162e-01,-3.189000000000000168e-01
1.328000000000000069e+00,6.253999999999999559e-01,1.643699999999999939e+00,6.581000000000000183e-01,6.175000000000000488e-01,-2.923999999999999932e-01,-3.165000000000000036e-01
1.325299999999999923e+00,6.251999999999999780e-01,1.640900000000000025e+00,6.583999999999999853e-01,6.176000000000000378e-01,-2.926000000000000267e-01,-3.154000000000000137e-01
1.322999999999999954e+00,6.251999999999999780e-01,1.638400000000000079e+00,6.590000000000000302e-01,6.186000000000000387e-01,-2.912000000000000144e-01,-3.135000000000000009e-01
1.320500000000000007e+00,6.252999999999999670e-01,1.635699999999999932e+00,6.592000000000000082e-01,6.189000000000000057e-01,-2.913000000000000034e-01,-3.123000000000000220e-01
1.318400000000000016e+00,6.252999999999999670e-01,1.633000000000000007e+00,6.605999999999999650e-01,6.189000000000000057e-01,-2.899999999999999800e-01,-3.105999999999999872e-01
1.316000000000000059e+00,6.253999999999999559e-01,1.630200000000000093e+00,6.609000000000000430e-01,6.199000000000000066e-01,-2.893000000000000016e-01,-3.085999999999999854e-01
1.313099999999999934e+00,6.253999999999999559e-01,1.627399999999999958e+00,6.602000000000000091e-01,6.206000000000000405e-01,-2.903000000000000025e-01,-3.078000000000000180e-01
1.311099999999999932e+00,6.254999999999999449e-01,1.624900000000000011e+00,6.612999999999999989e-01,6.205000000000000515e-01,-2.889999999999999791e-01,-3.069000000000000061e-01
1.308400000000000007e+00,6.253999999999999559e-01,1.622100000000000097e+00,6.610000000000000320e-01,6.207000000000000295e-01,-2.901000000000000245e-01,-3.059000000000000052e-01
1.306599999999999984e+00,6.256000000000000449e-01,1.619599999999999929e+00,6.621000000000000218e-01,6.205000000000000515e-01,-2.892000000000000126e-01,-3.049999999999999933e-01
1.304100000000000037e+00,6.256000000000000449e-01,1.616999999999999993e+00,6.622999999999999998e-01,6.201999999999999735e-01,-2.898000000000000020e-01,-3.044999999999999929e-01
1.301800000000000068e+00,6.257000000000000339e-01,1.614500000000000046e+00,6.623999999999999888e-01,6.199000000000000066e-01,-2.904999999999999805e-01,-3.043000000000000149e-01
1.299099999999999921e+00,6.257000000000000339e-01,1.611799999999999899e+00,6.619000000000000439e-01,6.203999999999999515e-01,-2.916000000000000258e-01,-3.032000000000000250e-01
