1.303800000000000070e+00,8.567000000000000171e-01,1.517099999999999893e+00,8.817000000000000393e-01,2.466000000000000136e-01,-9.410000000000000309e-02,-3.911999999999999922e-01
1.306300000000000017e+00,8.548000000000000043e-01,1.517500000000000071e+00,8.822999999999999732e-01,2.431000000000000105e-01,-9.229999999999999316e-02,-3.924000000000000266e-01
1.308799999999999963e+00,8.528000000000000025e-01,1.518100000000000005e+00,8.837000000000000410e-01,2.394999999999999907e-01,-9.099999999999999756e-02,-3.917999999999999816e-01
1.311199999999999921e+00,8.507000000000000117e-01,1.518599999999999950e+00,8.850999999999999979e-01,2.361999999999999933e-01,-8.980000000000000482e-02,-3.909000000000000252e-01
1.313700000000000090e+00,8.486000000000000210e-01,1.519200000000000106e+00,8.861999999999999877e-01,2.326000000000000012e-01,-8.930000000000000437e-02,-3.906000000000000028e-01
1.316100000000000048e+00,8.465000000000000302e-01,1.519800000000000040e+00,8.866000000000000547e-01,2.293000000000000038e-01,-8.939999999999999336e-02,-3.916999999999999926e-01
1.318999999999999950e+00,8.446000000000000174e-01,1.520299999999999985e+00,8.870999999999999996e-01,2.258000000000000007e-01,-8.939999999999999336e-02,-3.926000000000000045e-01
1.321199999999999930e+00,8.418999999999999817e-01,1.521200000000000108e+00,8.884999999999999565e-01,2.232000000000000095e-01,-8.959999999999999909e-02,-3.907999999999999807e-01
1.323700000000000099e+00,8.398999999999999799e-01,1.521700000000000053e+00,8.882999999999999785e-01,2.195999999999999897e-01,-9.049999999999999711e-02,-3.930000000000000160e-01
1.326300000000000034e+00,8.375000000000000222e-01,1.522599999999999953e+00,8.883999999999999675e-01,2.170999999999999874e-01,-8.989999999999999380e-02,-3.942999999999999838e-01
1.329099999999999948e+00,8.349999999999999645e-01,1.523600000000000065e+00,8.889000000000000234e-01,2.134000000000000064e-01,-8.959999999999999909e-02,-3.955000000000000182e-01
1.332000000000000073e+00,8.325000000000000178e-01,1.524399999999999977e+00,8.891999999999999904e-01,2.106000000000000094e-01,-8.899999999999999578e-02,-3.962999999999999856e-01
1.334300000000000042e+00,8.300999999999999490e-01,1.525500000000000078e+00,8.891999999999999904e-01,2.071000000000000063e-01,-8.930000000000000437e-02,-3.981999999999999984e-01
1.336999999999999966e+00,8.274000000000000243e-01,1.526499999999999968e+00,8.892999999999999794e-01,2.036999999999999922e-01,-8.849999999999999534e-02,-3.997999999999999887e-01
1.339900000000000091e+00,8.245999999999999996e-01,1.527600000000000069e+00,8.899000000000000243e-01,2.000000000000000111e-01,-8.790000000000000591e-02,-4.005000000000000226e-01
1.342700000000000005e+00,8.217999999999999750e-01,1.528499999999999970e+00,8.899000000000000243e-01,1.967000000000000137e-01,-8.799999999999999489e-02,-4.020000000000000240e-01
1.345399999999999929e+00,8.189999999999999503e-01,1.529800000000000049e+00,8.900000000000000133e-01,1.932999999999999996e-01,-8.770000000000000018e-02,-4.036000000000000143e-01
1.348000000000000087e+00,8.157999999999999696e-01,1.531099999999999905e+00,8.900000000000000133e-01,1.905999999999999917e-01,-8.790000000000000591e-02,-4.047999999999999932e-01
1.350600000000000023e+00,8.128999999999999559e-01,1.532299999999999995e+00,8.890000000000000124e-01,1.877000000000000057e-01,-8.859999999999999820e-02,-4.082000000000000073e-01
1.353099999999999969e+00,8.096999999999999753e-01,1.533500000000000085e+00,8.887000000000000455e-01,1.852000000000000035e-01,-8.880000000000000393e-02,-4.098999999999999866e-01
1.355499999999999927e+00,8.063000000000000167e-01,1.534899999999999931e+00,8.885999999999999455e-01,1.824000000000000066e-01,-8.939999999999999336e-02,-4.112000000000000099e-01
1.357900000000000107e+00,8.027999999999999581e-01,1.536200000000000010e+00,8.881999999999999895e-01,1.804000000000000048e-01,-8.999999999999999667e-02,-4.128999999999999893e-01
1.360200000000000076e+00,7.993000000000000105e-01,1.537600000000000078e+00,8.874999999999999556e-01,1.786000000000000087e-01,-9.070000000000000284e-02,-4.148999999999999910e-01
