1.303799999999998738e+00,8.566999999999919124e-01,1.517100000000012994e+00,8.816999999999971527e-01,2.465999999999996251e-01,-9.409999999999976716e-02,-3.912000000000014355e-01
1.310196000227588087e+00,8.458449611561658088e-01,1.518851003824192691e+00,8.750055810769128417e-01,2.423638926679652916e-01,-9.906336310964126979e-02,-3.904187212519361072e-01
1.323020263662682439e+00,8.389818080239482834e-01,1.520462642417646837e+00,8.674440285023521380e-01,2.394393945743927277e-01,-9.842011515075539674e-02,-3.953183321879236711e-01
1.325249284352692403e+00,8.311482661847658937e-01,1.530713341933856109e+00,8.614768925316452775e-01,2.340155396991941694e-01,-1.047865318542974405e-01,-3.983577044765408970e-01
1.328682723022159395e+00,8.283819119320871005e-01,1.527448912086900590e+00,8.704363914406221259e-01,2.327174992626639405e-01,-1.101837601276751816e-01,-4.013308613611253906e-01
1.328658665911018666e+00,8.081098604856536971e-01,1.526195278148191115e+00,8.691790207426121073e-01,2.322204060568330286e-01,-1.110084198886752277e-01,-4.059746218292381026e-01
1.334181826119872349e+00,7.915120074700680020e-01,1.530138502261112476e+00,8.681250837795249087e-01,2.312962875040054378e-01,-1.114772235968623237e-01,-4.083005218164980077e-01
1.338055858916149088e+00,7.765282616663905513e-01,1.531320460636377501e+00,8.670691621057189380e-01,2.305981962888312142e-01,-1.133965311681629229e-01,-4.102174312525240785e-01
1.346943520542307482e+00,7.670784572543607460e-01,1.532792857999547786e+00,8.634930721024491884e-01,2.320026760603735305e-01,-1.190268928284931305e-01,-4.164477967233475297e-01
1.351867987126596615e+00,7.586653786155900248e-01,1.545640964125635897e+00,8.630363998657916147e-01,2.319271699218978522e-01,-1.155473884688597713e-01,-4.154479303923896416e-01
1.359727760476324487e+00,7.535589725670013284e-01,1.545302435448571376e+00,8.664341196563795089e-01,2.311078613257898373e-01,-1.137632211582679104e-01,-4.116331547030466220e-01
1.358703391251790071e+00,7.400549265900903118e-01,1.550795294588432460e+00,8.678342299048222852e-01,2.299822551824609040e-01,-1.137836239321000920e-01,-4.078288659351875789e-01
1.358930649389859857e+00,7.281481307186262741e-01,1.555529359871323347e+00,8.683360930742946016e-01,2.305772402023812118e-01,-1.109827970485973148e-01,-4.072075732265157955e-01
1.360259171951899715e+00,7.228494016476798567e-01,1.555251687206860689e+00,8.650659006014009833e-01,2.363614095955294259e-01,-1.187706760899682468e-01,-4.081474890113945264e-01
1.363689048498206491e+00,7.192708982904656434e-01,1.554629746862006723e+00,8.641554842768279787e-01,2.384020453990119692e-01,-1.224842374164806513e-01,-4.089385169601683079e-01
